network,module,enrichment,correlation
signum0.167_minSize5,chocolate2,1,-0.0708161382950128
signum0.167_minSize5,antiquewhite,1,0.032684689712924
signum0.167_minSize5,cornsilk,1,0.130770489502439
signum0.167_minSize5,darkseagreen4,1,-0.137440648694584
signum0.167_minSize5,greenyellow,1,0.0322802204795381
signum0.167_minSize5,navajowhite4,1,0.0669297591071437
signum0.167_minSize5,slateblue2,1,-0.0713820088388855
signum0.167_minSize5,wheat3,1,0.209423335805241
signum0.167_minSize5,sienna,1,-0.00273199568862605
signum0.167_minSize5,coral1,1,0.0100184195767835
signum0.167_minSize5,pink1,2.78694590014425e-07,0.517671452087974
signum0.167_minSize5,orange3,1,-0.0220510345314612
signum0.167_minSize5,antiquewhite4,1,0.0580537129057745
signum0.167_minSize5,mediumorchid3,1,-0.230799803912815
signum0.167_minSize5,salmon2,1,-0.0325624680929427
signum0.167_minSize5,lightskyblue2,1,0.088933950500119
signum0.167_minSize5,lightblue1,1,-0.0513671166438295
signum0.167_minSize5,indianred,1,-0.132736747996422
signum0.167_minSize5,dodgerblue4,1,0.0513221889213911
signum0.167_minSize5,darkgoldenrod3,1,-0.0149609089127929
signum0.167_minSize5,blanchedalmond,1,0.154372108652365
signum0.167_minSize5,burlywood,1,-0.0468170351345654
signum0.167_minSize5,deepskyblue,1,-0.262826678045457
signum0.167_minSize5,red1,1,0.113934222810665
signum0.167_minSize5,tomato4,1,0.264028335344422
signum0.167_minSize5,midnightblue,1,-0.128620155599523
signum0.167_minSize5,coral2,1,0.2507917167822
signum0.167_minSize5,tan1,1,-0.0558815416600381
signum0.167_minSize5,mediumorchid,1,-0.0294240769532724
signum0.167_minSize5,rosybrown4,1,-0.221986695858314
signum0.167_minSize5,lightcyan,9.37369487617817e-12,0.693326159008801
signum0.167_minSize5,paleturquoise3,1,0.182331966702529
signum0.167_minSize5,black,1,-0.0571559679512616
signum0.167_minSize5,mistyrose3,1,-0.0226678961298175
signum0.167_minSize5,slateblue4,1,-0.079638936216814
signum0.167_minSize5,linen,1,-0.0216015484705919
signum0.167_minSize5,yellow4,1,0.0958320399058013
signum0.167_minSize5,lightgoldenrodyellow,1,0.167846723677957
signum0.167_minSize5,grey60,1,-0.212917493874208
signum0.167_minSize5,lightskyblue,1,0.108087141556903
signum0.167_minSize5,green,1,-0.123480424083524
signum0.167_minSize5,salmon,1,-0.0356163126793021
signum0.167_minSize5,darkred,1,-0.193997244035252
signum0.167_minSize5,darksalmon,1,0.0381572202932084
signum0.167_minSize5,royalblue,1,0.00182416970456489
signum0.167_minSize5,skyblue1,0.0431298713313398,0.57005974469283
signum0.167_minSize5,plum,1,-0.181219454117923
signum0.167_minSize5,antiquewhite3,1,0.11220542878618
signum0.167_minSize5,cornsilk2,1,0.110350502698771
signum0.167_minSize5,darkgrey,1,-0.167921546459261
signum0.167_minSize5,orangered3,1,-0.0470525836678259
signum0.167_minSize5,mediumpurple2,1,0.153169689845157
signum0.167_minSize5,peru,1,-0.0999562614975489
signum0.167_minSize5,oldlace,1,-0.103874845118844
signum0.167_minSize5,darkgreen,1,-0.11565268554982
signum0.167_minSize5,paleturquoise1,1,-0.0881065710479678
signum0.167_minSize5,slateblue3,1,0.0160821847610654
signum0.167_minSize5,seashell4,0.000820960757815441,0.514572911156537
signum0.167_minSize5,lightsteelblue,1,-0.285748114402425
signum0.167_minSize5,orange2,1,0.0606819911789656
signum0.167_minSize5,lightskyblue1,1,-0.113264529869293
signum0.167_minSize5,firebrick4,1,0.0796691938672761
signum0.167_minSize5,indianred4,1,0.00880267113809645
signum0.167_minSize5,lightblue,1,0.362921120243586
signum0.167_minSize5,hotpink4,1,-0.146331406133561
signum0.167_minSize5,khaki3,5.75707515124832e-09,0.647936486206542
signum0.167_minSize5,darkolivegreen4,1,0.151514027279507
signum0.167_minSize5,brown2,1,-0.0126297390285891
signum0.167_minSize5,dodgerblue3,1,-0.0936283194387065
signum0.167_minSize5,darkgoldenrod1,1,0.0115845421796719
signum0.167_minSize5,bisque3,1,-0.240209223135353
signum0.167_minSize5,blue2,1,-0.0235101639950832
signum0.167_minSize5,burlywood1,1,0.0600172106466189
signum0.167_minSize5,darkviolet,1,0.0510594749844524
signum0.167_minSize5,plum3,1,-0.0451945591248266
signum0.167_minSize5,deepskyblue4,1,0.0370511169565609
signum0.167_minSize5,darkturquoise,1,-0.103333025360914
signum0.167_minSize5,thistle,1,-0.11358648022366
signum0.167_minSize5,turquoise2,1,-0.138330172977587
signum0.167_minSize5,steelblue4,1,0.142339221448033
signum0.167_minSize5,rosybrown3,1,-0.0943712106889541
signum0.167_minSize5,lightgoldenrod4,1,-0.00788001453298137
signum0.167_minSize5,mistyrose2,1,0.222555861836322
signum0.167_minSize5,limegreen,1,0.342179893086123
signum0.167_minSize5,goldenrod4,1,0.380398859988331
signum0.167_minSize5,darkorchid4,1,-0.0387708409153707
signum0.167_minSize5,chocolate,1,-0.0839235369255894
signum0.167_minSize5,aquamarine,0.0325236413928908,0.437265051857485
signum0.167_minSize5,cyan1,1,-0.0885193151584582
signum0.167_minSize5,orange1,1,-0.0603698221852885
signum0.167_minSize5,violetred4,1,0.245472077139355
signum0.167_minSize5,seashell3,1,-0.0588389216058846
signum0.167_minSize5,peachpuff4,1,-0.142175895600517
signum0.167_minSize5,olivedrab4,1,-0.00385642422871838
signum0.167_minSize5,mediumorchid1,1,0.0282939458228678
signum0.167_minSize5,lemonchiffon4,1,0.0502242252364716
signum0.167_minSize5,hotpink3,1,0.0320258785064653
signum0.167_minSize5,dodgerblue1,1,0.128065040621455
signum0.167_minSize5,darkgoldenrod,1,0.25732826866558
signum0.167_minSize5,pink,1,0.0518463357049181
signum0.167_minSize8,blue,1.8785188994535e-77,0.880667778298284
signum0.167_minSize8,brown,0.247990838092351,-0.0266519109833825
signum0.167_minSize8,turquoise,1,-0.00463752168708179
signum0.167_minSize8,magenta,1,0.622213950357931
signum0.167_minSize8,pink,1,0.0518463357049181
signum0.167_minSize8,cyan,1,-0.068948207440306
signum0.167_minSize8,purple,1,0.00384703255204373
signum0.167_minSize8,black,1,-0.0571559679512616
signum0.167_minSize8,greenyellow,1,0.0322802204795381
signum0.167_minSize8,salmon,1,-0.0356163126793021
signum0.167_minSize8,green,1,-0.123480424083524
signum0.167_minSize8,red,4.63727724236857e-27,0.800156714209075
signum0.167_minSize8,yellow,0.0167082281082066,-0.0943377008191784
signum0.167_minSize8,lightcyan,2.5811288782438e-12,0.693326159008801
signum0.167_minSize8,tan,0.123928910525194,0.161841827898701
signum0.167_minSize8,grey60,1,-0.212917493874208
signum0.167_minSize8,midnightblue,1,-0.128620155599523
signum0.235_minSize10,yellow,7.12667257492532e-91,0.775969681042498
signum0.235_minSize10,turquoise,1,0.0100590082853544
signum0.235_minSize10,blue,0.000152229319773677,-0.0943377008191784
signum0.235_minSize10,brown,1,-0.151480999491146
signum0.235_minSize12,blue,1,0.0048933499605458
signum0.235_minSize12,turquoise,0.000108882659330636,-0.0943377008191784
signum0.235_minSize5,green,1.30486338657392e-08,0.775969681042498
signum0.235_minSize5,darkorange2,0.099434762666162,-0.120790453714532
signum0.235_minSize5,turquoise,1,0.0241892530203756
signum0.235_minSize5,salmon,6.42835691626946e-19,0.755048559872803
signum0.235_minSize5,red,5.79717125500632e-20,0.783202507485005
signum0.235_minSize5,orange,1,0.246481056753733
signum0.235_minSize5,lightcyan,1,-0.0560352422670578
signum0.235_minSize5,royalblue,0.000124520553622971,0.643521777750462
signum0.235_minSize5,lightyellow,1,-0.0157530825586089
signum0.235_minSize5,darkorange,1,-0.0944850028159977
signum0.235_minSize5,orangered4,1,-0.105310034651998
signum0.235_minSize5,brown4,1,-0.0779641942745504
signum0.235_minSize5,white,0.0431298713313398,0.269219225426604
signum0.235_minSize5,mediumpurple3,1,0.00404483463613616
signum0.235_minSize5,steelblue,1,0.0467525664550119
signum0.235_minSize5,blue,0.470177051117832,0.00017563532600679
signum0.235_minSize5,salmon4,1,-0.138330172977587
signum0.235_minSize5,lightcyan1,1,-0.219222576691838
signum0.235_minSize5,skyblue,1,-0.186823531647182
signum0.235_minSize5,darkred,1,-0.10435568498228
signum0.235_minSize5,darkseagreen4,1,0.466783425998402
signum0.235_minSize5,darkslateblue,1,0.0600172106466189
signum0.235_minSize5,sienna3,1,-0.0021155966852704
signum0.235_minSize5,tan,1,-0.165892507493887
signum0.235_minSize5,saddlebrown,0.0793511819648733,0.0223706615701283
signum0.235_minSize5,lightgreen,1,-0.167921546459261
signum0.235_minSize5,greenyellow,1.89103408239492e-12,0.7725701013595
signum0.235_minSize5,black,1,-0.0272927082867219
signum0.235_minSize5,darkgrey,1,0.0711913691897592
signum0.235_minSize5,paleturquoise,1,-0.0458587574476225
signum0.235_minSize5,violet,1,0.465241844760337
signum0.235_minSize5,darkolivegreen,1,0.029509509960818
signum0.235_minSize5,yellowgreen,1,-0.169431463866384
signum0.235_minSize5,plum2,1,0.0221657357171014
signum0.235_minSize5,floralwhite,0.00190744125915618,0.514572911156537
signum0.235_minSize5,bisque4,1,-0.146331406133561
signum0.235_minSize5,honeydew1,1,0.136714834016891
signum0.235_minSize5,lightsteelblue1,1,-0.103874845118844
signum0.235_minSize5,darkmagenta,1,-0.134119674800152
signum0.235_minSize5,brown,1,-0.0943377008191784
signum0.235_minSize5,magenta,1.61077240456919e-08,0.693326159008801
signum0.235_minSize5,purple,6.76118593909194e-17,0.761694514344629
signum0.235_minSize5,plum1,1,0.182331966702529
signum0.235_minSize5,thistle1,0.123928910525194,0.266536899964751
signum0.235_minSize5,yellow,1,-0.151480999491146
signum0.235_minSize5,darkgreen,0.000264877543490464,0.363066839293688
signum0.235_minSize5,thistle2,1,-0.205910237541778
signum0.235_minSize5,lavenderblush3,1,-0.0361043744535121
signum0.235_minSize5,cyan,1,0.0430610716980419
signum0.235_minSize5,skyblue3,8.3462697834462e-07,0.517671452087974
signum0.235_minSize5,lightpink4,1,-0.0588389216058846
signum0.235_minSize5,midnightblue,1,-0.11565268554982
signum0.235_minSize5,pink,1,-0.128620155599523
signum0.235_minSize5,grey60,6.59337628238186e-09,0.821748617410095
signum0.235_minSize5,maroon,1,-0.079638936216814
signum0.235_minSize5,navajowhite2,1.33152444812358e-08,0.647936486206542
signum0.235_minSize5,ivory,1,-0.185756336092952
signum0.235_minSize5,darkturquoise,0.00533554295753604,0.57005974469283
signum0.235_minSize5,palevioletred3,1,-0.0881065710479678
signum0.235_minSize8,green,4.2060569958368e-19,0.775969681042498
signum0.235_minSize8,blue,0.292731965660936,0.00017563532600679
signum0.235_minSize8,turquoise,1,0.0241892530203756
signum0.235_minSize8,red,6.40412734764531e-34,0.783202507485005
signum0.235_minSize8,black,1,-0.0272927082867219
signum0.235_minSize8,greenyellow,1.56502648579352e-18,0.7725701013595
signum0.235_minSize8,brown,0.00207063559378496,-0.0943377008191784
signum0.235_minSize8,yellow,1,-0.151480999491146
signum0.235_minSize8,magenta,1.21300471332098e-10,0.693326159008801
signum0.235_minSize8,purple,2.91070129939578e-25,0.761694514344629
signum0.235_minSize8,pink,1,-0.128620155599523
signum0.311_minSize10,brown,7.27058526898933e-92,0.775969681042498
signum0.311_minSize10,blue,1,-0.0057641143990423
signum0.311_minSize10,turquoise,0.000152229319773677,-0.0803924456953442
signum0.311_minSize5,yellow,5.87178059464001e-16,0.775969681042498
signum0.311_minSize5,lightyellow,0.15245069371457,-0.120790453714532
signum0.311_minSize5,cyan,1,0.00464525055653068
signum0.311_minSize5,black,1.40395612453996e-23,0.755048559872803
signum0.311_minSize5,midnightblue,4.81687360595383e-16,0.736432868826029
signum0.311_minSize5,brown,0.596194238040733,-0.0330302339242613
signum0.311_minSize5,skyblue,1,0.466783425998402
signum0.311_minSize5,pink,1,-0.0157530825586089
signum0.311_minSize5,darkorange,1,-0.0361043744535121
signum0.311_minSize5,lightgreen,1,-0.105310034651998
signum0.311_minSize5,royalblue,1,-0.0779641942745504
signum0.311_minSize5,lightcyan,1,-0.186823531647182
signum0.311_minSize5,magenta,1,-0.10435568498228
signum0.311_minSize5,grey60,1,-0.140649942659802
signum0.311_minSize5,turquoise,1,0.00979077304677336
signum0.311_minSize5,salmon,7.40211125332505e-19,0.773413718102979
signum0.311_minSize5,green,1,-0.0272927082867219
signum0.311_minSize5,purple,2.13449844232696e-05,0.363066839293688
signum0.311_minSize5,darkturquoise,7.73958908484746e-11,0.784644964372742
signum0.311_minSize5,darkgrey,1,-0.13012992778924
signum0.311_minSize5,white,1,0.136714834016891
signum0.311_minSize5,blue,1,-0.0943377008191784
signum0.311_minSize5,tan,6.06953776775705e-14,0.678092675090979
signum0.311_minSize5,greenyellow,8.15947643566235e-18,0.753817295184091
signum0.311_minSize5,darkgreen,0.138306887263248,0.266536899964751
signum0.311_minSize5,orange,1,-0.079638936216814
signum0.311_minSize5,red,1,-0.147563057756245
signum0.311_minSize5,darkred,1,-0.205910237541778
signum0.311_minSize8,brown,2.27580416536137e-89,0.775969681042498
signum0.311_minSize8,yellow,0.280538932047299,-0.0196375698625074
signum0.311_minSize8,turquoise,1,0.00979077304677336
signum0.311_minSize8,green,1,-0.0272927082867219
signum0.311_minSize8,blue,0.000178032480500672,-0.0803924456953442
signum0.311_minSize8,red,1,-0.147563057756245
